PF_CORP, COMPANY, LEGAL_NAME, DBA_NAME, ADDRESS1, ADDRESS2, CITY, STATE, POSTAL, NAICS, FEDERAL_EIN, STATE_DOL#, LEGAL_STATUS, CLIENT_PHONE, CLIENT_FAX, EMAIL_ADDR, FILING_DESCR, ADDRESS1_1, ADDRESS2_1, CITY_1, STATE_1, POSTAL_1, DBL_MALES, DBL_FEMALES, PFL_MALES, PFL_FEMALES, COVERED_ANNUAL_PAYROLL, STATUS, STATUS_DATE, CANCEL_REASON
"PEO02","SFM","Matthews Lane Capital Partners LLC"," ","1199 Park Avenue","17A","New York","NY",10128,"523920", 473917924, ,"Limited Liability Company"," "," "," ","Matthews Lane Capital Partn-HQ","1199 Park Avenue","17A","New York","NY",10128,1,0,1,0,41000,"ADD",04/11/2018," "
"PEO03","MR5","Superior Homes of Central New York, Inc."," ","4850 State Rte. 69",,"Rome","NY",13440,"238990", 161392693, ,"Corporation"," "," "," ","Superior Homes - HQ","4850 State Rte. 69",,"Rome","NY",13440,4,1,4,1,89648,"ADD",04/11/2018," "
"PEOUS","T9F","Skilitics LLC"," ","261 Madison Avenue","9th Floor","New York","NY",10016,"511210", 990385328, ,"Corporation"," "," "," ","Skilitics LLC-HQ","261 Madison Avenue","9th Floor","New York","NY",10016,1,0,1,0,130000,"ADD",04/11/2018," "
"PEO02","O59","Arena Holdings Management LLC"," ","119 Fifth Avenue","8th floor","New York","NY",10003,"523920", 813856521, ,"Limited Liability Company"," "," "," ","Arena Holdings Management-HQ","119 Fifth Avenue","8th floor","New York","NY",10003,3,1,3,1,600000,"ADD",04/11/2018," "
"PEOUS","L83","JDX Consulting, Inc."," ","12 West 37th Street",,"New York","NY",10018,"541611", 471388044, ,"Corporation"," "," "," ","JDX Consulting-HQ","12 West 37th Street",,"New York","NY",10018,33,38,33,38,4723000,"ADD",04/11/2018," "
"PEOUS","6Y9","DY Consultants"," ","401 Franklin Avenue, Suite 318",,"Garden City","NY",11530,"541330", 061315792, ,"Corporation"," "," "," ","DY Consultants-HQ","401 Franklin Avenue, Suite 318",,"Garden City","NY",11530,19,12,19,12,2507838,"ADD",04/11/2018," "
"PEO02","GD5","Digg, Inc."," ","50 Eldridge St","2nd Floor","New York","NY",10002,"519130", 452962944, ,"Corporation"," "," "," ","HQ","50 Eldridge St","2nd Floor","New York","NY",10002,13,8,13,8,2143500,"ADD",04/11/2018," "
"PEO02","FY5","S.D. Daniels & CO., P.C."," ","485 Madison Ave.","15th Floor","New York","NY",10022,"541211", 133801236, ,"Corporation"," "," "," ","S.D. Daniels & CO., P.C.-HQ","485 Madison Ave","15th Floor","New York","NY",10022,21,18,21,18,5371794,"ADD",04/11/2018," "
"PEOUS","DXL","High Peaks Productions Inc."," ","266 W 37th St Fl 16",,"New York","NY",10018,"512191", 272978872, ,"Corporation"," "," "," ","Snippies-HQ","266 W 37th St Fl 16",,"New York","NY",10018,6,6,6,6,943700,"ADD",04/11/2018," "
"PEO01","HTG","Social Reality, Inc."," ","456 Seaton Street",,"Los Angeles","CA",90013,"519130", 452925231, ,"Corporation"," "," "," ","East Coast","350 5th Avenue","59th Floor","New York","NY",10118,3,2,3,2,537000,"ADD",04/11/2018," "
"PEOUS","INK","Starry, Inc."," ","38 Chauncy Street","Suite 200","Boston","MA",02111,"541512", 472299616, ,"Corporation"," "," "," ","NYC","307 Fifth Ave","16th Floor","New York","NY",10016,24,9,24,9,3970100,"ADD",04/11/2018," "
"PEOUS","5WN","Air Pacific Limited"," ","5777 W. Century Blvd.","Suite 1610","Los Angeles","CA",90045,"481111", 990222314, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,0,1,0,1,41200,"ADD",04/11/2018," "
"PEO02","S8O","LH Capital Markets, LLC"," ","437 Madison Avenue","21st Floor","New York","NY",10022,"523920", 821252366, ,"Limited Liability Company"," "," "," ","LH Capital Markets, LLC-HQ","437 Madison Avenue","21st Floor","New York","NY",10022,2,0,2,0,350000,"ADD",04/11/2018," "
"PEOUS","71E","Three Pillars Recruiting, Inc."," ","2250 North Druid Hills Road NE","Suite 229","Atlanta","GA",30329,"561311", 223976409, ,"Corporation"," "," "," ","NYC - Midtown West","202 West 40th Street","3rd Floor","New York","NY",10018,1,2,1,2,130005,"ADD",04/11/2018," "
"PEOUS","LRV","Tandem Marketing Communications"," ","120 E 23rd Street","5th Floor","New York","NY",10003,"541613", 471650179, ,"Corporation"," "," "," ","Tandem Marketing Communicat-HQ","120 E 23rd Street","5th Floor","New York","NY",10003,2,0,2,0,87000,"ADD",04/11/2018," "
"PEOUS","KOQ","Dalipe & Company, LLC"," ","32 Gramercy Park South","Apt 13E","New York","NY",10003,"561312", 264529950, ,"Limited Liability Company"," "," "," ","Dalipe & Company, LLC-HQ","32 Gramercy Park South","Apt 13E","New York","NY",10003,0,1,0,1,35100,"ADD",04/11/2018," "
"PEOUS","TPJ","The Bail Project, Inc."," ","11 29th Avenue",,"Los Angeles","CA",90291,"813319", 814985512, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,4,0,4,0,514990,"ADD",04/11/2018," "
"PEOUS","SGM","Online Publishers Association, Inc."," ","1350 Broadway","Suite 606","New York","NY",10018,"813410", 134182652, ,"Corporation"," "," "," ","Digital Content Next-HQ","1350 Broadway","Suite 606","New York","NY",10018,4,3,4,3,1310208,"ADD",04/11/2018," "
"PEO02","GZ2","Certares Management Corp."," ","350 Madison Avenue, 21st Fl",,"New York","NY",10017,"523920", 471730738, ,"Corporation"," "," "," ","Certares Management Corp.-HQ","350 Madison Avenue, 21st Fl",,"New York","NY",10017,11,3,11,3,4110000,"ADD",04/11/2018," "
"PEOUS","UQC","New York Adorned, Inc."," ","47 2nd Avenue",,"New York","NY",10003,"448150", 134074957, ,"Corporation"," "," "," ","New York Adorned, Inc.-HQ","47 2nd Avenue",,"New York","NY",10003,4,6,4,6,392160,"ADD",04/11/2018," "
"PEO02","GO8","Valarc Holdings, LLC"," ","140 East 52nd Street 2A",,"NEW YORK","NY",10022,"523930", 463486994, ,"Limited Liability Company"," "," "," ","Valarc Holdings, LLC-HQ","140 East 52nd Street 2A",,"NEW YORK","NY",10022,1,0,1,0,120000,"ADD",04/11/2018," "
"PEO01","D2U","Tommy John, Inc."," ","100 Broadway","11th Floor","New York","NY",10005,"424320", 455258885, ,"Corporation"," "," "," ","Tommy John-HQ","100 Broadway","11th Floor","New York","NY",10005,33,44,33,44,7503654,"ADD",04/11/2018," "
"PEO02","G0X","Corsair Investments LLC"," ","717 5TH AVE FL 24",,"NEW YORK","NY",10022-8101,"523920", 760818216, ,"Limited Liability Company"," "," "," ","Corsair Investments LLC-HQ","717 5TH AVE FL 24",,"NEW YORK","NY",10022-8101,17,10,17,10,6881500,"ADD",04/11/2018," "
"PEOUS","6IA","Concesionaria Vuela Compania de Aviacion, S.A.P.I. de C.V."," ","Antonio Dovali Jaime","No 70 Torre B Piso 13","Mexico","DF",01210,"488119", 980613081, ,"Corporation"," "," "," ","New York JFK Airport","JFK International Airport","Building 178","Jamaica","NY",11430,0,2,0,2,108600,"ADD",04/11/2018," "
"PEO02","JVI","Dubin and Co LLC 2"," ","767 Fifth Avenue","45th Floor","New York","NY",10153,"551112", 205209674, ,"Limited Liability Company"," "," "," ","Dubin and Co LLC 2-HQ","767 Fifth Avenue","45th Floor","New York","NY",10153,0,1,0,1,49000,"ADD",04/11/2018," "
"PEOUS","OLX","Belatrix Software, Inc."," ","100 SE Third Ave",,"Fort Lauderdale","FL",33394,"611420", 471122855, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,1,1,1,178000,"ADD",04/11/2018," "
"PEOUS","BII","Gengo, Inc."," ","307 2nd Avenue",,"San Mateo","CA",94401,"541930", 271783177, ,"Corporation"," "," "," ","New York Office","1 Little West 12th Street",,"New York","NY",10014,1,0,1,0,55000,"ADD",04/11/2018," "
"PEO02","LL0","ITE Management LP"," ","200 Park Avenue South","Suite 1511","New York","NY",10003,"523920", 261278229, ,"Limited Partnership"," "," "," ","HQ","200 Park Avenue South","Suite 1511","New York","NY",10003,11,5,11,5,2065708,"ADD",04/11/2018," "
"PEOUS","UIB","Afterpay US, Inc."," ","101 California Street","48th Floor","San Francisco","CA",94111,"511210", 301008301, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,150000,"ADD",04/11/2018," "
"PEOUS","E6S","Medikidz USA, Inc."," ","205 Lexington Avenue","Suite 1601","New York","NY",10016,"519130", 461868825, ,"Corporation"," "," "," ","Medikidz-HQ","205 Lexington Avenue","Suite 1601","New York","NY",10016,3,7,3,7,963770,"ADD",04/11/2018," "
"PEOUS","K80","EVA Capital Management LP"," ","270 Broadway","Suite 17A","New York","NY",10007,"523910", 474295958, ,"Limited Partnership"," "," "," ","EVA Capital Management LP-HQ","551 Madison Avenue","12th Floor","New York","NY",10022,3,0,3,0,345100,"ADD",04/11/2018," "
"PEO02","G51","Alfaro Family Office, LLC"," ","101 Park Avenue","21st Floor","New York","NY",10178,"814110", 263743741, ,"Limited Liability Company"," "," "," ","Alfaro Family Office, LLC-HQ","101 Park Avenue","21st Floor","New York","NY",10178,1,4,1,4,287200,"ADD",04/11/2018," "
"PEOUS","SGS","IntSights Cyber Intelligence, Inc."," ","110 W 40th St",,"New York","NY",10018,"519130", 812650844, ,"Corporation"," "," "," ","IntSights Cyber Intelligenc-HQ","110 W 40th St",,"New York","NY",10018,4,2,4,2,621000,"ADD",04/11/2018," "
"PEO02","GJ9","BOLDstart Ventures Management LLC"," ","1250 Broadway","34th Floor","New York","NY",10001,"523930", 461448087, ,"Limited Liability Company"," "," "," ","BOLDstart Ventures Manageme-HQ","1250 Broadway","34th Floor","New York","NY",10001,3,0,3,0,155800,"ADD",04/11/2018," "
"PEO01","SDJ","FoundHuman PBC"," ","745 Atlantic Ave",,"Boston","MA",02111,"561311", 474931953, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,5,1,5,320000,"ADD",04/11/2018," "
"PEOUS","NLN","BrandCap, Inc."," ","21 W 46th St","Suite 1401","New York","NY",10036,"541613", 811814958, ,"Corporation"," "," "," ","BrandCap-HQ","21 W 46th St","Suite 1401","New York","NY",10036,3,3,3,3,638000,"ADD",04/11/2018," "
"PEO05","RRA","PIQ Too, LLC"," ","30 Rockefeller Plaza","Concourse Level Space T","New York","NY",10112,"453220", 815468193, ,"Limited Liability Company"," "," "," ","PIQ Too, LLC-HQ","30 Rockefeller Plaza","Concourse Level Space T","New York","NY",10112,0,4,0,4,76960,"ADD",04/11/2018," "
"PEOUS","BC9","Neo4j, Inc."," ","111 E Fifth Ave","First Floor","San Mateo","CA",94401-4108,"511210", 990368091, ,"Corporation"," "," "," ","Remote NYC",,,,"NY",,1,1,1,1,235000,"ADD",04/11/2018," "
"PEOUS","U8V","Money Experience, Inc"," ","One Kendall Square","Suite B4 102","Cambridge","MA",02139,"511210", 823694199, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,100000,"ADD",04/11/2018," "
"PEO06","QHQ","KSTONE PARTNERS LLC"," ","500 SUMMIT LAKE DRIVE","SUITE 180","VALHALLA","NY",10595,"525990", 262932656, ,"Corporation"," "," "," ","KSTONE PARTNERS LLC-HQ","500 SUMMIT LAKE DRIVE STE 180",,"VALHALLA","NY",10595,2,3,2,3,380500,"ADD",04/11/2018," "
"PEO01","BUR","Bounce Exchange Inc."," ","620 8th Avenue","21st Floor","New York","NY",10018,"511210", 453617507, ,"Corporation"," "," "," ","Bounce Exchange Inc.-HQ","620 8th Avenue","21st Floor","New York","NY",10018,138,104,138,104,25167590,"ADD",04/11/2018," "
"PEO02","G94","Varna Capital Management LLC"," ","750 Lexington Avenue","23rd Floor","New York","NY",10022,"523920", 272910041, ,"Limited Liability Company"," "," "," ","Varna Capital Management LL-HQ","750 Lexington Avenue","23rd Floor","New York","NY",10022,0,1,0,1,35100,"ADD",04/11/2018," "
"PEO02","GBV","Stonecastle Cash Management LLC"," ","152 West 57th Street","35th Floor","New York","NY",10019,"523920", 264665663, ,"Limited Liability Company"," "," "," ","Stonecastle Cash Management-HQ","152 West 57th Street","35th Floor","New York","NY",10019,21,4,21,4,3675100,"ADD",04/11/2018," "
"PEO05","PRF","RECOVERY RACING V LLC"," ","619 W 54TH ST",,"NEW YORK","NY",10019,"441110", 263376418, ,"Corporation"," "," "," ","RECOVERY RACING V LLC-HQ","619 W 54TH ST",,"NEW YORK","NY",10019,32,7,32,7,2040370,"ADD",04/11/2018," "
"PEO01","NJ0","Io-Tahoe, LLC"," ","111 Broadway","Suite 601","New York","NY",10006,"541511", 820985636, ,"Limited Liability Company"," "," "," ","Io-Tahoe, LLC-HQ","111 Broadway","Suite 601","New York","NY",10006,8,4,8,4,1998500,"ADD",04/11/2018," "
"PEO05","R76","DEMAR PLUMBING CORPORATION"," ","186 STANTON ST",,"NEW YORK","NY",10002,"238220", 133803686, ,"Corporation"," "," "," ","DEMAR PLUMBING CORP. MGMT.","186 STANTON ST",,"NEW YORK","NY",10002,95,16,95,16,10006399,"ADD",04/11/2018," "
"PEO02","H22","North Elm Capital LP"," ","290 Third Avenue, STE 30E",,"New York","NY",10010,"523920", 472691516, ,"Limited Partnership"," "," "," ","North Elm Capital LP-HQ","290 Third Avenue, STE 30E",,"New York","NY",10010,2,0,2,0,217858,"ADD",04/11/2018," "
"PEOUS","SPH","Iconoclast Artist Management, LLC"," ","420 W 14th St","Suite 5NW","New York","NY",10014,"711410", 810903879, ,"Corporation"," "," "," ","Iconoclast Artist Managemen-HQ","420 W 14th St","Suite 5NW","New York","NY",10014,2,0,2,0,146250,"ADD",04/11/2018," "
"PEO01","C5P","Clari, Inc."," ","1154 Sonora Court",,"Sunnyvale","CA",94086,"541511", 461155069, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,1,1,1,190000,"ADD",04/11/2018," "
"PEOUS","BMF","Tapfound, Inc."," ","c/o WeWork","600 California St","San Francisco","CA",94108,"813211", 912162645, ,"Association"," "," "," ","40 Worth Street","40 Worth Street","Suite 601","New York","NY",10013,2,9,2,9,842900,"ADD",04/11/2018," "
"PEO01","KWD","Local Bushel, Co."," ","48 Wall Street","5th Floor","New York","NY",10004,"551114", 464354210, ,"Corporation"," "," "," ","Local Bushel Company Corpor-HQ","48 Wall Street","5th Floor","New York","NY",10004,6,6,6,6,761600,"ADD",04/11/2018," "
"PEO02","TN3","Lyrical Partners, LP"," ","250 W 55th Street","37th Floor","New York","NY",10019,"523920", 200778705, ,"Limited Partnership"," "," "," ","Lyrical Partners, LP-HQ","250 W 55th Street, 37th Floor",,"New York","NY",10019,13,6,13,6,2688500,"ADD",04/11/2018," "
"PEO02","JYQ","LFPI US LLC"," ","551 Fifth Avenue","Suite 2620","New York","NY",10176,"523920", 611715468, ,"Limited Liability Company"," "," "," ","LFPI US LLC-HQ","551 Fifth Avenue","Suite 2620","New York","NY",10176,2,0,2,0,300000,"ADD",04/11/2018," "
"PEOUS","M5E","Chaowai Services, LLC"," ","767 Fifth Avenue","Suite 4604","New York","NY",10153,"523920", 473368134, ,"Limited Liability Company"," "," "," ","Seven Valley Services, LLC-HQ","767 Fifth Avenue","Suite 4604","New York","NY",10153,7,2,7,2,2282800,"ADD",04/11/2018," "
"PEOUS","KO4","El Tigre Productions"," ","14 West 17th St","Suite 7N","New York","NY",10016,"512110", 272588073, ,"Corporation"," "," "," ","El Tigre Productions-HQ","14 West 17th St","Suite 7N","New York","NY",10016,0,1,0,1,35100,"ADD",04/11/2018," "
"PEO01","CUH","Virtru Corporation"," ","4989 Glenbrook Rd",,"Washington","DC",20016,"511210", 454267602, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,4,1,4,1,646000,"ADD",04/11/2018," "
"PEOUS","LVO","Datorama Inc."," ","43 W 23rd Street","8th Floor","New York","NY",10010,"518210", 455305683, ,"Corporation"," "," "," ","Datorama-HQ","43 W 23rd Street","8th Floor","New York","NY",10010,42,26,42,26,7905900,"ADD",04/11/2018," "
"PEO02","GD8","Bruckmann, Rosser, Sherrill & Co. Mgmt, LP"," ","126 East 56th Street","29th Floor","New York","NY",10022,"523920", 260837669, ,"Limited Partnership"," "," "," ","Bruckmann, Rosser, Sherrill-HQ","126 East 56th Street","29th Floor","New York","NY",10022,5,4,5,4,1614000,"ADD",04/11/2018," "
"PEOUS","HXI","SpotFront, Inc."," ","594 Broadway","Suite 702","New York","NY",10012,"519130", 454553205, ,"Corporation"," "," "," ","Spotfront-HQ","594 Broadway","Suite 702","New York","NY",10012,9,4,9,4,1245000,"ADD",04/11/2018," "
"PEO02","GTJ","Winter Property Management LLC"," ","9 West 57th St","30th Floor","New York","NY",10019,"525990", 464907995, ,"Limited Liability Company"," "," "," ","Winter Property Management -HQ","9 West 57th St","30th Floor","New York","NY",10019,6,3,6,3,1646926,"ADD",04/11/2018," "
"PEOUS","UHW","Advncd Manknd, LLC"," ","2247 Grandview Drive",,"Flower Mound","TX",75028,"541511", 474449457, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,0,1,0,1,82000,"ADD",04/11/2018," "
"PEO03","MPN","A. Plycon Inc."," ","280 Indian Head Road",,"Kings Park","NY",11754,"484210", 113467626, ,"Corporation"," "," "," ","Kings Park, NY","280 Indian Head Road",,"Kings Park","NY",11754,11,6,11,6,860684,"ADD",04/11/2018," "
"PEO01","LRE","Indegy, Inc."," ","1460 Broadway",,"New York","NY",10036,"541511", 475304891, ,"Corporation"," "," "," ","Indegy, Inc.-HQ","1460 Broadway",,"New York","NY",10036,2,1,2,1,680000,"ADD",04/11/2018," "
"PEOUS","I5W","Zype Inc."," ","145 W 28th Street","4th Floor","New York","NY",10001,"511210", 364807447, ,"Corporation"," "," "," ","Zype Inc.HQ","145 W 28th Street","4th Floor","New York","NY",10001,18,6,18,6,2538000,"ADD",04/11/2018," "
"PEOUS","MAD","Eleven James, Inc."," ","1212 Avenue of the Americas","Suite 303","New York","NY",10036,"454110", 461851231, ,"Corporation"," "," "," ","NY Office","12 East 44th Street","7th Floor","New York","NY",10017,24,12,24,12,3404800,"ADD",04/11/2018," "
"PEOUS","JMR","Outspoken Media Inc"," ","5 State Street",,"Troy","NY",12180,"541511", 264148165, ,"Corporation"," "," "," ","Outspoken Media Inc-HQ","5 State Street",,"Troy","NY",12180,3,3,3,3,327750,"ADD",04/11/2018," "
"PEOUS","NJI","Quantopian NY LLC"," ","250 Hudson Street","7th Floor","New York","NY",10013,"519130", 812821205, ,"Limited Liability Company"," "," "," ","Quantopian NY LLC-HQ","250 Hudson Street","7th Floor","New York","NY",10013,1,1,1,1,222000,"ADD",04/11/2018," "
"PEOUS","JF0","Quadra Advisors, LLC"," ","40 West 57th Street","28th Floor","New York","NY",10019,"561311", 455482751, ,"Limited Liability Company"," "," "," ","Quadra Advisors, LLC-HQ","40 West 57th Street","28th Floor","New York","NY",10019,0,1,0,1,90000,"ADD",04/11/2018," "
"PEO06","PW8","GOYARD NY LLC"," ","20 E. 63RD ST",,"NEW YORK","NY",10065,"448320", 300798797, ,"Corporation"," "," "," ","GOYARD NY LLC-HQ","20 E  63RD ST",,"NEW YORK","NY",10065,5,5,5,5,563199,"ADD",04/11/2018," "
"PEOUS","CUU","QuestBack, Inc."," ","21 Waterway","Suite 500","The Woodlands","TX",77380,"519130", 208976585, ,"Corporation"," "," "," ","New York","295 Madison Avenue","Suite 4500","New York","NY",10017,6,1,6,1,1461213,"ADD",04/11/2018," "
"PEO02","G4P","Butler Capital Partners"," ","151 Post Rd",,"Old Westbury","NY",11568,"523920", 134179044, ,"Corporation"," "," "," ","NEW YORK NY 10022","805 3RD AVE","11TH FL","NEW YORK","NY",10022,5,2,5,2,951102,"ADD",04/11/2018," "
"PEOUS","TX1","Flont, Inc."," ","22 West 48th Street","Suite 902","New York","NY",10036,"454111", 812458361, ,"Corporation"," "," "," ","Flont, Inc. NYC-HQ","22 West 48th Street","Suite 902","New York","NY",10036,3,6,3,6,787740,"ADD",04/11/2018," "
"PEO05","PZL","LADUREE USA INC"," ","396 WEST BROADWAY",,"NEW YORK","NY",10012,"722515", 275485773, ,"Corporation"," "," "," ","LADUREE USA INC","396 WEST BROADWAY",,"NEW YORK","NY",10012,6,4,6,4,817000,"ADD",04/11/2018," "
"PEO01","BQ2","Rottet Studio LLC"," ","808 Travis St","Ste 100","Houston","TX",77002,"541310", 261648926, ,"Limited Liability Company"," "," "," ","New York","298 Fifth Avenue","7th Floor","New York","NY",10001,3,8,3,8,1182660,"ADD",04/11/2018," "
"PEOUS","IND","American Immunization Registry Association"," ","1155 F Street NW","Suite 1050","Washington","DC",20004,"813319", 271130269, ,"Association"," "," "," ","Remote NY",,,,"NY",,0,2,0,2,204075,"ADD",04/11/2018," "
"PEOUS","IFG","Grey Jean Technologies LLC"," ","79 Madison Avenue","5th Floor","New York","NY",10016,"519130", 464753489, ,"Limited Liability Company"," "," "," ","Grey Jean Technologies LLC-HQ","79 Madison Avenue","5th Floor","New York","NY",10016,2,0,2,0,180000,"ADD",04/11/2018," "
"PEO01","JLQ","Shareablee, Inc."," ","123 William Street","19th Floor","New York","NY",10038,"519130", 461087668, ,"Corporation"," "," "," ","Shareablee, Inc.-HQ","123 William Street","19th Floor","New York","NY",10038,10,18,10,18,2488340,"ADD",04/11/2018," "
"PEOUS","ULY","Michael Rothman, PhD"," ","15 West 75th St Suite 1B",,"New York","NY",10023,"621330", 823648478, ,"Corporation"," "," "," ","Michael Rothman PhD HQ","15 West 75th St","Suite 1B","New York","NY",10023,1,0,1,0,46800,"ADD",04/11/2018," "
"PEOUS","P8V","Ween & Kozek, PLLC"," ","150 Broadway","Suite 1402","New York","NY",10038,"541110", 471392560, ,"Limited Liability Company"," "," "," ","Ween & Kozek, PLLC-HQ","150 Broadway","Suite 1402","New York","NY",10038,1,3,1,3,204250,"ADD",04/11/2018," "
"PEOUS","P1W","API Capital Co. Ltd."," ","10 E 53rd St.","14th Floor","New York","NY",10022,"524210", 981306035, ,"Corporation"," "," "," ","API Capital NY Representati-HQ","10 E 53rd St.","14th Floor","New York","NY",10022,0,1,0,1,127564,"ADD",04/11/2018," "
"PEO01","CXB","NGDATA US, INC."," ","1177 Avenue of the Americas","7th Floor","New York","NY",10036,"541512", 331225069, ,"Corporation"," "," "," ","NGDATA NY Office","44 West 28th Street","Suite 821","New York","NY",10001,3,3,3,3,960850,"ADD",04/11/2018," "
"PEOUS","PAT","TradeBlock Inc."," ","158 W 27TH ST","FLOOR 11","New York","NY",10001,"523930", 814718486, ,"Corporation"," "," "," ","TradeBlock Inc.-HQ","158 W 27TH ST","FLOOR 11","New York","NY",10001,5,0,5,0,542000,"ADD",04/11/2018," "
