"ny_dbl_record_id","pf_corp","company","legal_name","dba_name","company_address1","company_address2","company_city","company_state","company_zip","naics","federal_ein","state_dol","legal_status","client_phone","client_fax","email_addr","filing_descr","location_address1","location_address2","location_city","location_state","location_zip","dbl_males","dbl_females","pfl_males","pfl_females","covered_annual_payroll","status","status_date","cancel_reason"
102,PEOUS,AMX,"Futures in Education, Inc.", ,"2601 Main Street",Suite 1250,Irvine,CA,"92614","611110", 273965419, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,15600,ADD,2018-01-23, 
103,PEO02,GR3,"B Asset Manager, LP", ,"105 Madison Avenue","19th Floor",New York,NY,"10016","523920", 800962118, ,Limited Partnership, , , ,"B Asset Manager, LP-HQ","105 Madison Avenue","19th Floor",New York,NY,"10016",31,7,31,7,4211280,CANCEL,2018-01-23,Client's Request
104,PEO01,I5R,"Mahaya, Inc.", ,"100 Avenue of the Americas","16th Floor",New York,NY,"10013","519130", 453859921, ,Corporation, , , ,Seen-HQ,"100 Avenue of the Americas","16th Floor",New York,NY,"10013",5,1,5,1,548400,CANCEL,2018-01-23,Client's Request
105,PEOUS,OOO,The Icla da Silva Foundation, ,"311 West 43rd Street","12th Floor",New York,NY,"10036","813212", 133677332, ,Corporation, , , ,The Icla da Silva Foundatio-HQ,"311 West 43rd Street","12th Floor",New York,NY,"10036",1,5,1,5,302646,ADD,2018-01-23, 
106,PEO02,GO8,"Valarc Holdings, LLC", ,"140 East 52nd Street 2A",null,NEW YORK,NY,"10022","523930", 463486994, ,Limited Liability Company, , , ,"Valarc Holdings, LLC-HQ","140 East 52nd Street 2A",null,NEW YORK,NY,"10022",2,2,2,2,395000,ADD,2018-01-23, 
107,PEOUS,DZ4,"ShermansTravel Media, LLC", ,"112 W 34th St",Suite 2110,New York,NY,"10120","561510", 861153472, ,Limited Liability Company, , , ,"Shermans Travel Media, LLC-HQ","112 W 34th St",Suite 2110,New York,NY,"10120",24,25,24,25,3816532,CANCEL,2018-01-23,Client's Request
108,PEO02,G0X,Corsair Investments LLC, ,"717 5TH AVE FL 24",null,NEW YORK,NY,"10022-8101","523920", 760818216, ,Limited Liability Company, , , ,Corsair Investments LLC-HQ,"717 5TH AVE FL 24",null,NEW YORK,NY,"10022-8101",29,19,29,19,9214570,ADD,2018-01-23, 
109,PEO02,GA5,Royal Capital Management, ,"900 Third Avenue, Ste 1100C",null,New York,NY,"10022","523920", 133990726, ,Corporation, , , ,Royal Capital Management-HQ,"900 Third Avenue, Ste 1100C",null,New York,NY,"10022",14,7,14,7,3368674,CANCEL,2018-01-23,Client's Request
110,PEO02,LL0,ITE Management LP, ,"200 Park Avenue South",Suite 1511,New York,NY,"10003","523920", 261278229, ,Limited Partnership, , , ,HQ,"200 Park Avenue South",Suite 1511,New York,NY,"10003",12,4,12,4,1944790,ADD,2018-01-23, 
111,PEOUS,UIB,"Afterpay US, Inc.", ,"101 California Street","48th Floor",San Francisco,CA,"94111","511210", 301008301, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,150000,ADD,2018-01-23, 
112,PEOUS,"5F4","Accolade, Inc.", ,"660 West Germantown Pike",Attn: Heather O'Brien,Plymouth Meeting,PA,"19462","813920", 010969591, ,Corporation, , , ,Accolade Inc.-Remote NY,null,null,null,NY,null,3,2,3,2,980700,CANCEL,2018-01-23,Client's Request
113,PEOUS,"3OC",null, ,"1595 16th Avenue","4th Floor",Richmond Hill,ON,L4B3N9,"541511", 980173570, ,Corporation, , , ,Physical Planning Te-Remote NY,null,null,null,NY,null,2,0,2,0,165000,CANCEL,2018-01-23,Client's Request
114,PEOUS,NTA,HCL Touch Inc, ,"1608 S. Ashland Ave",Suite 5421,Chicago,IL,"60608","511210", 331222192, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,300000,CANCEL,2018-01-23,Client's Request
115,PEOUS,AJD,"DTZ Debenham Tie Leung, Inc.", ,"150 N. Michigan Ave. Suite 800",null,Chicago,IL,"60601","531390", 201267242, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,275000,CANCEL,2018-01-23,Client's Request
116,PEOUS,"38H","Geary LSF Group, Inc.", ,"655 Montgomery Street",Suite 1600,San Francisco,CA,"94111","541810", 223643234, ,Corporation, , , ,"Geary LSF Group, Inc Remote NY",null,null,null,NY,null,2,4,2,4,550000,CANCEL,2018-01-23,Client's Request
117,PEO02,GJ9,BOLDstart Ventures Management LLC, ,"1250 Broadway","34th Floor",New York,NY,"10001","523930", 461448087, ,Limited Liability Company, , , ,BOLDstart Ventures Manageme-HQ,"1250 Broadway","34th Floor",New York,NY,"10001",3,0,3,0,155800,ADD,2018-01-23, 
118,PEO01,SDJ,FoundHuman PBC, ,"745 Atlantic Ave",null,Boston,MA,"02111","561311", 474931953, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,5,1,5,320000,ADD,2018-01-23, 
119,PEOUS,NLN,"BrandCap, Inc.", ,"21 W 46th St",Suite 1401,New York,NY,"10036","541613", 811814958, ,Corporation, , , ,BrandCap-HQ,"21 W 46th St",Suite 1401,New York,NY,"10036",3,3,3,3,498000,ADD,2018-01-23, 
120,PEO05,RRA,"PIQ Too, LLC", ,"30 Rockefeller Plaza",Concourse Level Space T,New York,NY,"10112","453220", 815468193, ,Limited Liability Company, , , ,"PIQ Too, LLC-HQ","30 Rockefeller Plaza",Concourse Level Space T,New York,NY,"10112",1,10,1,10,162240,ADD,2018-01-23, 
121,PEOUS,BC9,"Neo4j, Inc.", ,"111 E Fifth Ave",First Floor,San Mateo,CA,"94401-4108","511210", 990368091, ,Corporation, , , ,Remote NYC,null,null,null,NY,null,3,1,3,1,540000,ADD,2018-01-23, 
122,PEOUS,JCU,GUSA Solutions LLC, ,"2780 S Jones Blvd",Suite 3404,Las Vegas,NV,"89146","541618", 472295876, ,Limited Liability Company, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,54000,CANCEL,2018-01-23,Client's Request
123,PEO06,QHQ,KSTONE PARTNERS LLC, ,"500 SUMMIT LAKE DRIVE",SUITE 180,VALHALLA,NY,"10595","525990", 262932656, ,Corporation, , , ,KSTONE PARTNERS LLC-HQ,"500 SUMMIT LAKE DRIVE STE 180",null,VALHALLA,NY,"10595",3,4,3,4,495500,ADD,2018-01-23, 
124,PEO01,BUR,Bounce Exchange Inc., ,"620 8th Avenue","21st Floor",New York,NY,"10018","511210", 453617507, ,Corporation, , , ,Bounce Exchange Inc.-HQ,"620 8th Avenue","21st Floor",New York,NY,"10018",234,140,234,140,38351240,ADD,2018-01-23, 
125,PEO01,NJ0,"Io-Tahoe, LLC", ,"111 Broadway",Suite 601,New York,NY,"10006","541511", 820985636, ,Limited Liability Company, , , ,"Io-Tahoe, LLC-HQ","111 Broadway",Suite 601,New York,NY,"10006",8,6,8,6,2243500,ADD,2018-01-23, 
126,PEOUS,"91N",OConnor Redd LLP, ,"200 Mamaroneck Avenue",null,White Plains,NY,"10601","541110", 134185672, ,Corporation, , , ,OConnor Redd L-HQ,"200 Mamaroneck Avenue",null,White Plains,NY,"10601",19,23,19,23,2716153,CANCEL,2018-01-23,Client's Request
127,PEOUS,"3XU","LEWIS Pulse, Inc.", ,"575 Market St",Suite 1200,San Francisco,CA,"94105","541820", 260402728, ,Corporation, , , ,"LEWIS Pulse, Inc.-Remote NY",null,null,null,NY,null,0,1,0,1,144200,CANCEL,2018-01-23,Client's Request
128,PEO01,ILQ,"MiTu, Inc.", ,"1318 E 7th Street",Suite 240,Los Angeles,CA,"90021","519130", 454472294, ,Corporation, , , ,New York Office,"175 Varick Street", Suite 573,New York,NY,"10014",6,10,6,10,1492000,CANCEL,2018-01-23,Client's Request
129,PEO02,H22,North Elm Capital LP, ,"290 Third Avenue, STE 30E",null,New York,NY,"10010","523920", 472691516, ,Limited Partnership, , , ,North Elm Capital LP-HQ,"290 Third Avenue, STE 30E",null,New York,NY,"10010",2,0,2,0,217858,ADD,2018-01-23, 
130,PEOUS,SPH,"Iconoclast Artist Management, LLC", ,"420 W 14th St",Suite 5NW,New York,NY,"10014","711410", 810903879, ,Corporation, , , ,Iconoclast Artist Managemen-HQ,"420 W 14th St",Suite 5NW,New York,NY,"10014",3,0,3,0,188250,ADD,2018-01-23, 
131,PEOUS,"53X",JLM Pacific Epoch LLC, ,"1355 NW Everett St",Suite 100,Portland,OR,"97209","523930", 205495433, ,Limited Liability Company, , , ,JLM Pacific Epoch LLC,"570 Lexington Avenue","48th floor",New York,NY,"10022",15,13,15,13,2415660,ADD,2018-01-23, 
132,PEO01,C5P,"Clari, Inc.", ,"1154 Sonora Court",null,Sunnyvale,CA,"94086","541511", 461155069, ,Corporation, , , ,Remote NY,null,null,null,NY,null,2,1,2,1,320000,ADD,2018-01-23, 
133,PEOUS,BMF,"Tapfound, Inc.", ,"1700 Broadway",Suite 300,Oakland,CA,"94612","813211", 912162645, ,Association, , , ,"40 Worth Street","40 Worth Street",Suite 601,New York,NY,"10013",10,38,10,38,3469621,ADD,2018-01-23, 
134,PEO02,JYQ,LFPI US LLC, ,"551 Fifth Avenue",Suite 2620,New York,NY,"10176","523920", 611715468, ,Limited Liability Company, , , ,LFPI US LLC-HQ,"551 Fifth Avenue",Suite 2620,New York,NY,"10176",2,0,2,0,270000,ADD,2018-01-23, 
135,PEOUS,"50I",Guardian Analytics, ,"2465 Latham Street",Ste 200,Mountain View,CA,"94040","541511", 203913044, ,Corporation, , , ,Guardian Analytics-Remote NY,null,null,null,NY,null,1,1,1,1,310000,CANCEL,2018-01-23,Client's Request
136,PEOUS,CX8,"Zaah Technologies, Inc.", ,"171 Milbar Boulevard",Suite C,Farmingdale,NY,"11735","511210", 680639784, ,Corporation, , , ,Zaah Technologies-HQ,"171 Milbar Boulevard",Suite C,Farmingdale,NY,"11735",18,4,18,4,1346140,CANCEL,2018-01-23,Client's Request
137,PEOUS,M5E,"Chaowai Services, LLC", ,"767 Fifth Avenue",Suite 4604,New York,NY,"10153","523920", 473368134, ,Limited Liability Company, , , ,"Seven Valley Services, LLC-HQ","767 Fifth Avenue",Suite 4604,New York,NY,"10153",8,3,8,3,2697800,ADD,2018-01-23, 
138,PEOUS,DCF,"Invictus Medical, Inc.", ,"17319 San Pedro",Suite 208,San Antonio,TX,"78232","339113", 273444159, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,100000,ADD,2018-01-23, 
139,PEOUS,KO4,El Tigre Productions, ,"14 West 17th St",Suite 7N,New York,NY,"10016","512110", 272588073, ,Corporation, , , ,El Tigre Productions-HQ,"14 West 17th St",Suite 7N,New York,NY,"10016",0,1,0,1,35100,ADD,2018-01-23, 
140,PEO01,CUH,Virtru Corporation, ,"4989 Glenbrook Rd",null,Washington,DC,"20016","511210", 454267602, ,Corporation, , , ,Remote NY,null,null,null,NY,null,3,1,3,1,528500,ADD,2018-01-23, 
141,PEOUS,"54S",EnTrust Capital Inc., ,"717 Fifth Avenue","25th fl.",New York,NY,"10022","525910", 133933026, ,Corporation, , , ,EnTrust Capital Inc.-HQ,"717 Fifth Avenue","25th Floor",New York,NY,"10022",29,30,29,30,5515476,CANCEL,2018-01-23,Client's Request
142,PEO01,HDP,"National Foundation for the Centers for Disease Control and Prevention, Inc.", ,"600 Peachtree Street NE",Suite 1000,Atlanta,GA,"30308","541713", 582106707, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,118560,CANCEL,2018-01-23,Client's Request
143,PEOUS,"5BH",Neolane, ,"275 Washington St. 3rd Floor",null,Newton,MA,"02458","541511", 208070831, ,Corporation, , , ,Neolane-Remote NY,null,null,null,NY,null,0,3,0,3,382300,CANCEL,2018-01-23,Client's Request
144,PEOUS,OLX,"Belatrix Software, Inc.", ,"100 SE Third Ave",null,Fort Lauderdale,FL,"33394","611420", 471122855, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,1,1,1,178000,ADD,2018-01-23, 
145,PEO02,GD8,"Bruckmann, Rosser, Sherrill & Co. Mgmt, LP", ,"126 East 56th Street","29th Floor",New York,NY,"10022","523920", 260837669, ,Limited Partnership, , , ,"Bruckmann, Rosser, Sherrill-HQ","126 East 56th Street","29th Floor",New York,NY,"10022",7,5,7,5,2458000,ADD,2018-01-23, 
146,PEOUS,O0W,Tiburon Capital Management LLC, ,"85 Broad Street","17th Floor",New York,NY,"10004","523920", 271236512, ,Corporation, , , ,Tiburon Capital Management -HQ,"85 Broad Street","17th Floor",New York,NY,"10004",1,0,1,0,14040,CANCEL,2018-01-23,Client's Request
147,PEO03,MPN,A. Plycon Inc., ,"280 Indian Head Road",null,Kings Park,NY,"11754","484210", 113467626, ,Corporation, , , ,"Kings Park, NY","280 Indian Head Road",null,Kings Park,NY,"11754",34,13,34,13,2364209,ADD,2018-01-23, 
148,PEO01,LRE,"Indegy, Inc.", ,"1460 Broadway",null,New York,NY,"10036","541511", 475304891, ,Corporation, , , ,"Indegy, Inc.-HQ","1460 Broadway",null,New York,NY,"10036",1,1,1,1,460000,ADD,2018-01-23, 
149,PEOUS,I5W,Zype Inc., ,"145 W 28th Street","4th Floor",New York,NY,"10001","511210", 364807447, ,Corporation, , , ,Zype Inc.HQ,"145 W 28th Street","4th Floor",New York,NY,"10001",39,15,39,15,4536010,ADD,2018-01-23, 
150,PEOUS,NJI,Quantopian NY LLC, ,"1 North Moore St",Apt 5,New York,NY,"10013","519130", 812821205, ,Limited Liability Company, , , ,Quantopian NY LLC-HQ,"1 North Moore St",Apt 5,New York,NY,"10013",4,2,4,2,773200,ADD,2018-01-23, 
151,PEOUS,JF0,"Quadra Advisors, LLC", ,"40 West 57th Street","28th Floor",New York,NY,"10019","561311", 455482751, ,Limited Liability Company, , , ,"Quadra Advisors, LLC-HQ","40 West 57th Street","28th Floor",New York,NY,"10019",2,4,2,4,341400,ADD,2018-01-23, 
152,PEOUS,SBZ,"10th Magnitude Payroll, LLC", ,"20 North Wacker Drive",Suite 530,Chicago,IL,"60606","519130", 814819033, ,Limited Liability Company, , , ,Remote NY,null,null,null,NY,null,0,1,0,1,138000,ADD,2018-01-23, 
153,PEOUS,CUU,"QuestBack, Inc.", ,"21 Waterway",Suite 500,The Woodlands,TX,"77380","519130", 208976585, ,Corporation, , , ,New York,"295 Madison Avenue",Suite 4500,New York,NY,"10017",7,4,7,4,1838693,ADD,2018-01-23, 
154,PEOUS,CQT,"Spanfeller Media Group, Inc.", ,"156 Fifth Ave.","4th Floor",New York,NY,"10010","519130", 272844423, ,Corporation, , , ,Spanfeller Media Group-HQ,"156 Fifth Ave.","4th Floor",New York,NY,"10010",74,111,74,111,10958101,CANCEL,2018-01-23,Client's Request
155,PEOUS,"4OP",Airtrade Interational Inc, ,"1975 West El Camino Real",Suite 204,Mountain View,CA,"94040","561599", 203354547, ,Corporation, , , ,Airtrade International-RmteNY,null,null,null,NY,null,1,0,1,0,50000,CANCEL,2018-01-23,Client's Request
156,PEOUS,"63U","Aprima Medical Software, Inc.", ,"3330 Keller Springs Rd",Suite 201,Carrollton,TX,"75006","541519", 770490488, ,Corporation, , , ,Aprima Medical Soft-Remote NY,null,null,null,NY,"11379",1,1,1,1,165000,CANCEL,2018-01-23,Client's Request
157,PEO05,PZL,LADUREE USA INC, ,"396 WEST BROADWAY",null,NEW YORK,NY,"10012","722515", 275485773, ,Corporation, , , ,LADUREE USA INC,"396 WEST BROADWAY",null,NEW YORK,NY,"10012",1,0,1,0,12000,ADD,2018-01-23, 
158,PEOUS,"8N5",Ten Minute Manicure LLC, ,"608 SE 6th St #1",null,Fort Lauderdale,FL,"33301","812113", 202271031, ,Limited Liability Company, , , ,NY JAMAICA JFK,"Jfk American Airlines, Terminal 8 Space B-8",null,Jamaica,NY,"11430",3,22,3,22,409640,CANCEL,2018-01-23,Client's Request
159,PEO01,B6R,"Seven Mile Capital Partners, LLC", ,"515 Madison Avenue","15th Floor",New York,NY,"10022","523910", 453247850, ,Corporation, , , ,Seven Mile Capital Partners-HQ,"515 Madison Avenue","15th Floor",New York,NY,"10022",13,1,13,1,1502460,CANCEL,2018-01-23,Client's Request
160,PEOUS,P8V,"Ween & Kozek, PLLC", ,"150 Broadway",Suite 1402,New York,NY,"10038","541110", 471392560, ,Limited Liability Company, , , ,"Ween & Kozek, PLLC-HQ","150 Broadway",Suite 1402,New York,NY,"10038",3,7,3,7,587250,ADD,2018-01-23, 
161,PEOUS,P1W,API Capital Co. Ltd., ,"10 E 53rd St.","14th Floor",New York,NY,"10022","524210", 981306035, ,Corporation, , , ,API Capital NY Representati-HQ,"10 E 53rd St.","14th Floor",New York,NY,"10022",0,1,0,1,127564,ADD,2018-01-23, 
162,PEO01,JF6,cloudBuy, ,"17 State St.",null,New York,NY,"10004","511210", 473352060, ,Corporation, , , ,cloudBuy-HQ,"17 State St.",null,New York,NY,"10004",1,0,1,0,175000,CANCEL,2018-01-23,Client's Request
163,PEOUS,"9U9","Sonian, Inc.", ,"95 Wells Ave Suite 150",null,Newton,MA,"02459","518210", 260260116, ,Corporation, , , ,Remote NY,null,null,null,NY,null,2,0,2,0,196000,CANCEL,2018-01-23,Client's Request
164,PEOUS,BYZ,WELL BALANCED CHIROPRACTIC P.C., ,"113 W. 78th Street, Ste 1",null,New York,NY,"10024","621310", 201511932, ,Corporation, , , ,Well Balanced Chiropractic-HQ,"113 W. 78th Street, Ste 1",null,New York,NY,"10024",14,19,14,19,1853590,CANCEL,2018-01-23,Client's Request
165,PEOUS,PAT,TradeBlock Inc., ,"158 W 27TH ST",FLOOR 11,New York,NY,"10001","523930", 814718486, ,Corporation, , , ,TradeBlock Inc.-HQ,"158 W 27TH ST",FLOOR 11,New York,NY,"10001",5,0,5,0,542000,ADD,2018-01-23, 
166,PEOUS,NL9,"PH Media USA, Inc.", ,"401 North Michigan Avenue",Suite 1725,Chicago,IL,"60611","512250", 475617886, ,Corporation, , , ,Office NY,"477 Madison Avenue","6th Floor",New York,NY,"10022",32,0,32,0,1694210,CANCEL,2018-01-23,Client's Request
167,PEOUS,BFH,"Sitrin Capital Management, LLC", ,"2029 Century Park East",Suite 550,Century City,CA,"90067","523920", 454568509, ,Limited Liability Company, , , ,NYC Remote Office,null,null,null,NY,null,1,0,1,0,120000,ADD,2018-01-23, 
168,PEO01,IL2,"Intrepid Learning, Inc.", ,"411 1st Ave South",Suite 404,Seattle,WA,"98104","519130", 471637433, ,Corporation, , , ,Remote NY,null,null,null,NY,null,0,1,0,1,143000,CANCEL,2018-01-23,Client's Request
169,PEOUS,JO4,Laughing Squid LLC, ,"500 W 30th St",Apt 4H,New York,NY,"10001","518210", 943338234, ,Limited Liability Company, , , ,Laughing Squid-HQ,"500 W 30th St",Apt 4H,New York,NY,"10001",1,1,1,1,202000,ADD,2018-01-23, 
170,PEO01,I9Z,"Micron Systems, Inc.", ,"17-17 Route 208 North",Suite 200,Fair Lawn,NJ,"07410","541511", 900064191, ,Corporation, , , ,NY Remote,null,null,null,NY,null,0,1,0,1,60000,ADD,2018-01-23, 
171,PEOUS,I7F,Collaboration Squared LTD, ,"222 Broadway","21st floor",New York,NY,"10038","518210", 452116271, ,Corporation, , , ,Collaboration Squared LTD-HQ,"222 Broadway","21st floor",New York,NY,"10038",1,0,1,0,35100,CANCEL,2018-01-23,Client's Request
172,PEOUS,HNW,DCI-Design Communications LLC, ,"1325 Franklin Avenue",Suite 250,Garden City,NY,"11530","811213", 465687659, ,Limited Liability Company, , , ,DCI-Design Communications HQ,"1325 Franklin Avenue",Suite 250,Garden City,NY,"11530",98,36,98,36,10510744,ADD,2018-01-23, 
173,PEOUS,"5HL",VR Management LLC, ,"3340 Hillview Avenue",null,Palo Alto,CA,"94304","523910", 260619498, ,Limited Liability Company, , , ,"Venrock-NEW YORK, NY","530 Fifth Avenue 22nd Floor",null,NEW YORK,NY,"10036",12,14,12,14,5264115,CANCEL,2018-01-23,Client's Request
174,PEOUS,C2O,"Last Mile Health, A Non-Profit Corporation", ,"205 Portland Street",Suite 200,Boston,MA,"02114","624190", 261401736, ,Corporation, , , ,Remote NY,null,null,null,NY,null,2,6,2,6,583740,CANCEL,2018-01-23,Client's Request
175,PEO02,GGQ,Regals Capital Management LP, ,"152 West 57th Street","9th floor",New York,NY,"10019","523920", 454228900, ,Limited Partnership, , , ,Regals Capital Management L-HQ,"152 West 57th Street","9th floor",New York,NY,"10019",4,3,4,3,895000,ADD,2018-01-23, 
176,PEOUS,DDW,Quad Partners LLC, ,"570 Lexington Avenue","36th Floor",New York,NY,"10022","523910", 134152698, ,Limited Liability Company, , , ,Quad Partners LLC-HQ,"570 Lexington Avenue","36th Floor",New York,NY,"10022",13,3,13,3,3308523,ADD,2018-01-23, 
177,PEO01,BB9,"Expand The Room, LLC", ,"225 Broadway",Suite 1910,New York,NY,"10007","541420", 383659061, ,Limited Liability Company, , , ,Expand the Room-HQ,"225 Broadway",Suite 1910,New York,NY,"10007",57,23,57,23,5540128,ADD,2018-01-23, 
178,PEOUS,EDU,"Lightswitch New York, LLC", ,"1 Northridge Road",null,Cortlandt Manor,NY,"10567","541490", 134003142, ,Limited Liability Company, , , ,Lightswitch-HQ,"1 Northridge Road",null,Cortlandt Manor,NY,"10567",6,0,6,0,329579,ADD,2018-01-23, 
179,PEO01,BZF,"Rozilo, Inc.", ,"79 Madison Ave",null,New York,NY,"10016","511210", 275321321, ,Corporation, , , ,"Rozilo, Inc.-HQ","79 Madison Ave",null,New York,NY,"10016",17,2,17,2,768908,CANCEL,2018-01-23,Client's Request
180,PEOUS,MHA,Snakt, ,"222 Broadway","19th Floor",New York,NY,"10038","541511", 461297986, ,Corporation, , , ,Snakt-HQ,"222 Broadway","19th Floor",New York,NY,"10038",3,3,3,3,474000,ADD,2018-01-23, 
181,PEOUS,IPM,"MedFORCE Technologies, Inc.", ,"2 Executive Blvd",Suite 410,Suffern,NY,"10901","511210", 550816397, ,Corporation, , , ,"MedFORCE Technologies, Inc.-HQ","2 Executive Blvd",Suite 410,Suffern,NY,"10901",30,13,30,13,3560343,ADD,2018-01-23, 
182,PEOUS,HDF,TriplePoint Software Inc., ,"435 Central Park W",Apt 6M,New York,NY,"10025","541512", 462505438, ,Corporation, , , ,TriplePoint Software Inc.-HQ,"435 Central Park W",Apt 6M,New York,NY,"10025",3,0,3,0,246000,ADD,2018-01-23, 
183,PEOUS,JKM,ODASH Inc, ,"1200 Shames Drive",null,Westbury,NY,"11590","454110", 272072740, ,Corporation, , , ,"ODASH, Inc.-HQ","1200 Shames Drive",null,Westbury,NY,"11590",35,11,35,11,1628775,ADD,2018-01-23, 
184,PEOUS,PKN,Industry Index LLC, ,"45 Main Street",Suite 1018,Brooklyn,NY,"11202","541910", 812927006, ,Limited Liability Company, , , ,Industry Index LLC-HQ,"45 Main Street",Suite 1018,Brooklyn,NY,"11202",0,3,0,3,127500,ADD,2018-01-23, 
185,PEO02,GUQ,"QuarterSpot, Inc.", ,"345 7th Ave",Suite 1100,New York,NY,"10001","522310", 451677572, ,Corporation, , , ,"QuarterSpot, Inc.-HQ","345 7th Ave",Suite 1100,New York,NY,"10001",43,16,43,16,5276414,ADD,2018-01-23, 
186,PEO02,NSK,Apex Capital Management Inc, ,"10050 Innovation Drive",Suite 120,Miamisburg,OH,"45342","523920", 311198068, ,Corporation, , , ,NY Office,"375 Park Avenue","8th Floor",New York,NY,"10152",1,0,1,0,175000,CANCEL,2018-01-23,Client's Request
187,PEO01,CVN,Both Media LLC, ,"175 Varick Street","3rd Floor",New York,NY,"10014","519130", 270962648, ,Corporation, , , ,HODINKEE-HQ,"175 Varick Street","3rd Floor",New York,NY,"10014",4,2,4,2,565000,CANCEL,2018-01-23,Client's Request
188,PEOUS,"4HP",JHD Group, ,"5055 Keller Springs Road",Suite 240,Addison,TX,"75001","541611", 752753837, ,Corporation, , , ,JHD Group-Remote NY,null,null,null,NY,null,5,3,5,3,885000,CANCEL,2018-01-23,Client's Request
189,PEOUS,"6C2",Zendesk Inc., ,"989 Market Street #300",null,San Francisco,CA,"94103","541519", 264411091, ,Corporation, , , ,Zendesk Inc.-Remote NY,null,null,null,NY,null,1,0,1,0,200000,CANCEL,2018-01-23,Client's Request
190,PEO02,LP7,Actinium Pharmaceuticals Inc, ,"275 Madison Ave","7th Floor",New York,NY,"10016","541714", 880378336, ,Corporation, , , ,Actinium Pharmaceuticals-HQ,"275 Maidson Ave","7th Floor",New York,NY,"10016",20,17,20,17,6571793,ADD,2018-01-23, 
